,Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),time_idx,month
0,2018-01-01 00:00:00,380.047790527343,5.31133604049682,416.328907824861,0,1
1,2018-01-01 00:10:00,453.76919555664,5.67216682434082,519.917511061494,1,1
2,2018-01-01 00:20:00,306.376586914062,5.21603679656982,390.900015810951,2,1
3,2018-01-01 00:30:00,419.645904541015,5.6596741676330495,516.127568975674,3,1
4,2018-01-01 00:40:00,380.650695800781,5.57794094085693,491.702971953588,4,1
5,2018-01-01 00:50:00,402.391998291015,5.6040520668029705,499.436385024805,5,1
6,2018-01-01 01:00:00,447.605712890625,5.79300785064697,557.3723632902248,6,1
7,2018-01-01 01:10:00,387.2421875,5.30604982376098,414.898178826186,7,1
8,2018-01-01 01:20:00,463.651214599609,5.58462905883789,493.677652137077,8,1
9,2018-01-01 01:30:00,439.725708007812,5.523228168487541,475.706782818068,9,1
10,2018-01-01 01:40:00,498.181701660156,5.72411584854125,535.841397042263,10,1
11,2018-01-01 01:50:00,526.816223144531,5.93419885635375,603.014076510633,11,1
12,2018-01-01 02:00:00,710.587280273437,6.54741382598876,824.6625135858818,12,1
13,2018-01-01 02:10:00,655.194274902343,6.19974613189697,693.4726410756371,13,1
14,2018-01-01 02:20:00,754.7625122070309,6.5053830146789515,808.098138482693,14,1
15,2018-01-01 02:30:00,790.173278808593,6.634116172790519,859.4590207885651,15,1
16,2018-01-01 02:40:00,742.985290527343,6.37891292572021,759.4345365965919,16,1
17,2018-01-01 02:50:00,748.229614257812,6.446652889251701,785.28100987646,17,1
18,2018-01-01 03:00:00,736.647827148437,6.41508293151855,773.172863451736,18,1
19,2018-01-01 03:10:00,787.246215820312,6.4375309944152805,781.7712157188,19,1
20,2018-01-01 03:20:00,722.8640747070309,6.220024108886711,700.764699868076,20,1
21,2018-01-01 03:30:00,935.033386230468,6.89802598953247,970.736626881787,21,1
22,2018-01-01 03:40:00,1220.60900878906,7.60971117019653,1315.04892785216,22,1
23,2018-01-01 03:50:00,1053.77197265625,7.28835582733154,1151.26574355584,23,1
24,2018-01-01 04:00:00,1493.8079833984302,7.94310188293457,1497.58372354361,24,1
25,2018-01-01 04:10:00,1724.4880371093698,8.376161575317381,1752.19966204818,25,1
26,2018-01-01 04:20:00,1636.93505859375,8.23695755004882,1668.4707068515195,26,1
27,2018-01-01 04:30:00,1385.4880371093698,7.87959098815917,1461.8157908139099,27,1
28,2018-01-01 04:40:00,1098.93200683593,7.10137605667114,1062.28503444311,28,1
29,2018-01-01 04:50:00,1021.4580078125,6.9553070068359295,995.9958546066119,29,1
30,2018-01-01 05:00:00,1164.89294433593,7.0982980728149405,1060.85971215544,30,1
31,2018-01-01 05:10:00,1073.33203125,6.95363092422485,995.250960801046,31,1
32,2018-01-01 05:20:00,1165.30798339843,7.24957799911499,1132.4168612641001,32,1
33,2018-01-01 05:30:00,1177.98999023437,7.29469108581542,1154.36530469206,33,1
34,2018-01-01 05:40:00,1170.53601074218,7.37636995315551,1194.8430985042999,34,1
35,2018-01-01 05:50:00,1145.53601074218,7.44855403900146,1231.43070603717,35,1
36,2018-01-01 06:00:00,1114.02697753906,7.239252090454099,1127.43320551345,36,1
37,2018-01-01 06:10:00,1153.18505859375,7.32921123504638,1171.35504358957,37,1
38,2018-01-01 06:20:00,1125.3310546875,7.13970518112182,1080.13908466205,38,1
39,2018-01-01 06:30:00,1228.73205566406,7.47422885894775,1244.6335343973699,39,1
40,2018-01-01 06:40:00,1021.79302978515,7.03317403793334,1030.99268581181,40,1
41,2018-01-01 06:50:00,957.378173828125,6.88645505905151,965.683334443832,41,1
42,2018-01-01 07:00:00,909.887817382812,6.8878211975097585,966.279104864065,42,1
43,2018-01-01 07:10:00,1000.95397949218,7.21643209457397,1116.4718990154,43,1
44,2018-01-01 07:20:00,1024.47802734375,7.068597793579099,1047.17023059277,44,1
45,2018-01-01 07:30:00,1009.53399658203,6.93829584121704,988.451940715539,45,1
46,2018-01-01 07:40:00,899.4929809570309,6.53668785095214,820.416658585943,46,1
47,2018-01-01 07:50:00,725.110107421875,6.180624961853019,686.636942163399,47,1
48,2018-01-01 08:00:00,585.2593994140619,5.816825866699211,564.9276595434729,48,1
49,2018-01-01 08:10:00,443.913909912109,5.45015096664428,454.77358714691803,49,1
50,2018-01-01 08:20:00,565.2537841796869,5.81814908981323,565.349093224668,50,1
51,2018-01-01 08:30:00,644.037780761718,6.13027286529541,668.823569309414,51,1
52,2018-01-01 08:40:00,712.0588989257809,6.34707784652709,747.460673422601,52,1
53,2018-01-01 08:50:00,737.394775390625,6.34743690490722,747.595109122642,53,1
54,2018-01-01 09:00:00,725.868103027343,6.19436883926391,691.546334303948,54,1
55,2018-01-01 09:10:00,408.997406005859,4.97719812393188,330.41763042796396,55,1
56,2018-01-01 09:20:00,628.436828613281,5.959111213684079,611.283836510667,56,1
57,2018-01-01 09:30:00,716.1005859375,6.21137619018554,697.649474372052,57,1
58,2018-01-01 09:40:00,711.49560546875,6.111453056335441,662.2351630122059,58,1
59,2018-01-01 09:50:00,838.1519165039059,6.456322193145749,789.0114224124188,59,1
60,2018-01-01 10:00:00,881.0620727539059,6.66665792465209,872.739625855708,60,1
61,2018-01-01 10:10:00,663.703125,6.16287899017333,680.327891653483,61,1
62,2018-01-01 10:20:00,578.2615966796869,6.0131678581237695,628.442560754699,62,1
63,2018-01-01 10:30:00,465.620086669921,5.56120300292968,486.77956760197196,63,1
64,2018-01-01 10:40:00,311.050903320312,4.96073198318481,326.411025380213,64,1
65,2018-01-01 10:50:00,230.05549621582,4.603875160217281,244.31624421611,65,1
66,2018-01-01 11:00:00,233.99060058593705,4.55453395843505,233.63278053192695,66,1
67,2018-01-01 11:10:00,175.59219360351503,4.26362895965576,173.573663122312,67,1
68,2018-01-01 11:20:00,118.133102416992,3.8941390514373695,108.571221110423,68,1
69,2018-01-01 11:30:00,142.202499389648,4.038761138916009,130.229989593698,69,1
70,2018-01-01 11:40:00,212.566192626953,4.505650997161861,223.196784083793,70,1
